Time;SpeedRpm;SpeedKmph;GasSignal;LapNumber;MotorCommError;AssistantSwitch;BmsCommError;BmsRelays;BmsPower;BmsVoltage;DriveCommand;Energy;AuxiliaryBattery
420,9;0;0;0;0;false;false;false;14;4,82439;51,4602;false;1;12,8098
421,4;0;0;0;0;false;false;false;14;4,82439;51,4602;false;1;12,8057
421,9;0;0;0;0;false;false;false;14;4,82439;51,4602;false;1;12,8076
422,4;0;0;0;0;false;false;false;14;4,82439;51,4602;false;1;12,8072
422,95;0;0;0;0;false;false;false;14;4,82439;51,4602;false;1;12,8048
423,45;0;0;0;0;false;false;false;14;4,82439;51,4602;false;1;12,8091
424;0;0;0;0;false;false;false;14;4,82439;51,4602;false;1;12,8084
424,55;0;0;0;0;false;false;false;14;4,82439;51,4602;false;1;12,806
425,05;0;0;0;0;false;false;false;14;4,82439;51,4602;false;1;12,807
425,55;0;0;0;0;false;false;false;14;4,82439;51,4602;false;1;12,8045
426,05;0;0;0;0;false;false;false;14;4,82439;51,4602;false;1;12,8038
426,55;0;0;0;0;false;false;false;14;4,82439;51,4602;false;1;12,8084
427,05;0;0;0;0;false;false;false;14;4,82439;51,4602;false;1;12,8091
427,55;0;0;0;0;false;false;false;14;4,82439;51,4602;false;1;12,8075
428,05;0;0;0;0;false;false;false;14;4,82439;51,4602;false;1;12,8065
428,55;76,25;0;0;0;false;false;false;14;4,82439;51,4602;false;1;12,8073
429,05;0;0;0;0;false;false;false;14;4,82439;51,4602;false;1;12,8055
429,55;76,25;0;0;0;false;false;false;14;4,82439;51,4602;false;1;12,8028
430,05;0;0;0;0;false;false;false;14;4,82439;51,4602;false;1;12,8088
