0.0105503,-2.4179770
0.0212053,-2.4299075
0.0317160,-2.4227925
0.0424092,-2.4296300
0.0530319,-2.4304215
0.0631648,-2.4121732
0.0738725,-2.4178717
0.0844567,-2.4185259
0.0951264,-2.4211321
0.1049045,-2.4027110
0.1160110,-2.4152154
0.1261819,-2.4076958
0.1373098,-2.4181046
0.1474931,-2.4114936
0.1559209,-2.3788957
0.1673456,-2.3931561
0.1793424,-2.4133455
0.1894786,-2.4075553
0.2003129,-2.4106919
0.2111782,-2.4137799
0.2207933,-2.4028774
0.2321383,-2.4108495
0.2436572,-2.4197634
0.2525406,-2.4027648
0.2603006,-2.3767888
0.2733856,-2.3994760
0.2851456,-2.4091842
0.2958986,-2.4099020
0.3071682,-2.4145401
0.3182227,-2.4171426
0.3278225,-2.4087950
0.3413915,-2.4291277
0.3539962,-2.4414700
0.3652369,-2.4438582
0.3768095,-2.4481715
0.3846722,-2.4287258
0.3947836,-2.4240632
0.4056869,-2.4242900
0.4165997,-2.4244680
0.4256115,-2.4137638
0.4325806,-2.3922030
0.4495749,-2.4256899
0.4607142,-2.4266525
0.4705349,-2.4206927
0.4777760,-2.4019431
0.4928374,-2.4223738
0.5005513,-2.4064937
0.5181158,-2.4375440
0.5289588,-2.4362372
0.5341728,-2.4094985
0.5519641,-2.4393311
0.5626024,-2.4368995
0.5707088,-2.4237144
0.5791778,-2.4124498
0.5904116,-2.4128137
0.6043207,-2.4237987
0.6166139,-2.4279236
0.6302063,-2.4368276
0.6405784,-2.4330876
0.6493769,-2.4235080
0.6594191,-2.4187218
0.6782509,-2.4456942
0.6883728,-2.4407865
0.6979137,-2.4339147
0.7082471,-2.4298861
0.7179907,-2.4238964
0.7291364,-2.4226556
0.7437935,-2.4328393
0.7520293,-2.4219306
0.7631912,-2.4205338
0.7780136,-2.4305142
0.7910834,-2.4347047
0.7988808,-2.4226826
0.8183286,-2.4457267
0.8318852,-2.4506553
0.8380123,-2.4337647
0.8499424,-2.4338616
0.8585511,-2.4244740
0.8681079,-2.4178812
0.8793337,-2.4159499
0.8995581,-2.4383593
0.9049358,-2.4203611
0.9115907,-2.4061029
0.9281728,-2.4179733
0.9394393,-2.4157645
0.9569346,-2.4293204
0.9630786,-2.4139761
0.9706056,-2.4023335
0.9882727,-2.4156607
1.0072226,-2.4316510
1.0166630,-2.4244664
1.0315301,-2.4301330
1.0373867,-2.4145834
1.0515012,-2.4182876
1.0656676,-2.4219142
1.0806991,-2.4272904
1.1007264,-2.4435224
1.1341858,-2.4887440
1.1404290,-2.4737820
1.1414918,-2.4479374
1.1594137,-2.4583091
1.1684070,-2.4496165
1.1829943,-2.4526014
1.2002600,-2.4608981
1.2070057,-2.4475659
1.2158889,-2.4386961
1.2287686,-2.4378326
1.2425719,-2.4386849
1.2596110,-2.4456862
1.2605736,-2.4215397
1.2692651,-2.4124764
1.2830657,-2.4130959
1.2907426,-2.4021891
1.3035977,-2.4009285
1.3217570,-2.4092451
1.3317719,-2.4025804
1.3510376,-2.4124516
1.3649980,-2.4126261
1.3710461,-2.3988334
1.3839998,-2.3971583
1.4004915,-2.4014628
1.4180620,-2.4073919
1.4351995,-2.4123538
1.4560124,-2.4232120
1.4551589,-2.3980279
1.4744908,-2.4061507
1.4939212,-2.4141500
1.5049705,-2.4084566
1.5127970,-2.3976385
1.5366767,-2.4120995
1.5569244,-2.4205104
1.5767299,-2.4279514
1.5977264,-2.4369380
1.6122078,-2.4357806
1.6133758,-2.4145879
1.6300472,-2.4166446
1.6371994,-2.4045496
1.6493748,-2.3998555
1.6581204,-2.3901710
1.6817259,-2.4017538
1.6875724,-2.3878600
1.7183000,-2.4089680
1.7346372,-2.4095633
1.7498366,-2.4084437
1.7697897,-2.4136888
1.7874424,-2.4155901
1.7919820,-2.3997552
1.8036395,-2.3935107
1.8304088,-2.4071101
1.8408944,-2.3991006
1.8599160,-2.4021151
1.8728421,-2.3971289
1.8900937,-2.3975727
1.8986695,-2.3869549
1.9190812,-2.3911259
1.9370481,-2.3920554
1.9506304,-2.3874526
1.9769310,-2.3982093
2.0052805,-2.4110880
2.0080684,-2.3931230
2.0301214,-2.3980765
2.0431634,-2.3922372
2.0516237,-2.3810268
2.0731465,-2.3848825
2.0861700,-2.3788213
2.0932165,-2.3659512
2.1208329,-2.3761928
2.1525930,-2.3906970
2.1596420,-2.3775807
2.1747248,-2.3732959
2.1918475,-2.3711276
2.2042186,-2.3637354
2.2289001,-2.3693909
2.2536727,-2.3748758
2.2598645,-2.3606855
2.2937618,-2.3752602
2.3327133,-2.3945975
2.3515505,-2.3929554
2.3619693,-2.3826721
2.3638578,-2.3638581
2.3975856,-2.3767538
2.4150658,-2.3732789
2.4239657,-2.3613231
2.4435972,-2.3597547
2.4480913,-2.3435378
2.4778786,-2.3514193
2.4888435,-2.3412705
2.5048863,-2.3358445
2.5282723,-2.3371112
2.5450812,-2.3321375
2.5618948,-2.3270616
2.5764830,-2.3198760
2.6007559,-2.3212637
2.6220938,-2.3198329
2.6397094,-2.3149633
2.6716718,-2.3224491
2.6878405,-2.3159918
2.7131284,-2.3172308
2.7377147,-2.3176468
2.7684845,-2.3230346
2.8055037,-2.3333130
2.8272324,-2.3305908
2.8404721,-2.3207633
2.8505712,-2.3083473
2.8738741,-2.3065281
2.8839109,-2.2939666
2.9088138,-2.2931242
2.9455840,-2.3013427
2.9698299,-2.2994883
2.9814216,-2.2877256
3.0049075,-2.2849850
3.0284258,-2.2820828
3.0599882,-2.2850018
3.0723408,-2.2734129
3.1031987,-2.2753597
3.1470761,-2.2864849
3.1667615,-2.2797423
3.1962175,-2.2798401
3.2159343,-2.2727979
3.2200866,-2.2547292
3.2438619,-2.2503474
3.2767257,-2.2520314
3.3005728,-2.2472803
3.3542859,-2.2624947
3.3574743,-2.2433929
3.3780714,-2.2358970
3.4112111,-2.2364883
3.4050023,-2.2112346
3.4440545,-2.2152905
3.5135685,-2.2383903
3.5537483,-2.2422485
3.5736747,-2.2330801
3.6063438,-2.2316736
3.6237206,-2.2206191
3.6504735,-2.2151620
3.6712474,-2.2059083
3.6928692,-2.1970266
3.7325772,-2.1986563
3.7628673,-2.1944396
3.7975215,-2.1925003
3.8383068,-2.1937734
3.8626386,-2.1853761
3.9061647,-2.1875576
3.9419109,-2.1850372
3.9952438,-2.1918661
4.0390435,-2.1930220
4.0573826,-2.1801106
4.0889302,-2.1741231
4.1240421,-2.1697638
4.1627416,-2.1669864
4.2077178,-2.1671174
4.2509919,-2.1659889
4.2889777,-2.1618231
4.3395366,-2.1636134
4.3668732,-2.1535039
4.3852162,-2.1388132
4.4350378,-2.1392086
4.4867515,-2.1400710
4.5358423,-2.1392424
4.5723227,-2.1321094
4.5879392,-2.1150693
4.6135037,-2.1024951
4.6290159,-2.0852199
4.7001912,-2.0926603
4.7861637,-2.1059628
4.8026435,-2.0882492
4.8429483,-2.0806951
4.8823575,-2.0724382
4.9300865,-2.0673572
4.9713957,-2.0592199
5.0173550,-2.0526545
5.0698411,-2.0483491
5.1381744,-2.0499241
5.2112685,-2.0527736
5.2658444,-2.0477753
5.3204746,-2.0423392
5.3751572,-2.0364653
5.4411286,-2.0343550
5.4987394,-2.0285924
5.5517039,-2.0206553
5.6028208,-2.0116186
5.6652755,-2.0061796
5.7570548,-2.0104539
5.7600991,-1.9833615
5.7838489,-1.9633525
5.8065858,-1.9428568
5.8634421,-1.9334736
5.9992645,-1.9492796
6.0210462,-1.9273525
6.0952047,-1.9218111
6.1379131,-1.9058731
6.2169370,-1.9007088
6.2797530,-1.8899915
6.3617690,-1.8844423
6.4457748,-1.8787724
6.5308120,-1.8726806
6.6034053,-1.8623533
6.6673591,-1.8490228
6.7120251,-1.8299085
6.8146064,-1.8259687
6.9221147,-1.8224412
6.9445228,-1.7959761
6.9639239,-1.7686118
6.9919508,-1.7432896
7.0296024,-1.7201332
7.1955374,-1.7274961
7.2760098,-1.7132733
7.3535707,-1.6977060
7.4652698,-1.6892186
7.5897252,-1.6826020
7.7123080,-1.6745067
7.8095305,-1.6599674
7.9332051,-1.6501095
8.0677198,-1.6413966
8.1258058,-1.6163238
8.1504509,-1.5842877
8.1602327,-1.5492691
8.2180442,-1.5231250
8.4351963,-1.5253325
8.5491158,-1.5074403
8.6995029,-1.4948485
8.8578308,-1.4822931
8.9737709,-1.4614719
9.1726612,-1.4528074
9.3014703,-1.4316338
9.3392766,-1.3957648
9.3522053,-1.3560058
9.3996241,-1.3210316
9.6411247,-1.3121001
9.9055257,-1.3040878
10.1253942,-1.2881135
10.4048610,-1.2775569
10.5116296,-1.2441340
10.5109971,-1.1975775
10.5419669,-1.1545338
10.8363104,-1.1389428
11.2043401,-1.1282184
11.4201801,-1.0996390
11.6658548,-1.0719422
11.7082765,-1.0243422
11.7634590,-0.9774688
12.1085578,-0.9529649
12.4995342,-0.9288766
12.8137104,-0.8960227
12.8913391,-0.8449438
12.9068808,-0.7894194
13.1727799,-0.7480054
13.6702398,-0.7164277
14.0108467,-0.6729901
14.0955715,-0.6154268
14.1021193,-0.5540746
14.7361237,-0.4502302
14.7839317,-0.3871318
14.8644618,-0.3243446
14.9957104,0.7202947
14.9834373,0.7852478
14.9599010,0.8494838
14.9540560,0.9146283
14.9509201,0.9799342
14.9435091,1.0449511
14.9318267,1.1096255
14.9388060,1.1757086
14.9275548,1.2403833
14.9070573,1.3041976
14.8922627,1.3684058
14.8781866,1.4326055
14.8469203,1.4950054
